Folder,Form,RecordPosition,AuditAction,error
Outpatient FUP 4/Day 16 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Record Inactivated.,None is not of type 'string'
Screening,,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Screening,,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
EOS Part A (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
EOS Part A (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage Inactivated.,None is not of type 'string'
Screening,,1.0,Record Inactivated.,None is not of type 'string'
Screening,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,4.0,Record Inactivated.,None is not of type 'string'
Screening,,5.0,Record Inactivated.,None is not of type 'string'
Screening,,6.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage Inactivated.,None is not of type 'string'
Screening,,1.0,Record Inactivated.,None is not of type 'string'
Screening,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,4.0,Record Inactivated.,None is not of type 'string'
Screening,,5.0,Record Inactivated.,None is not of type 'string'
Screening,,6.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage Inactivated.,None is not of type 'string'
Screening,,1.0,Record Inactivated.,None is not of type 'string'
Screening,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,4.0,Record Inactivated.,None is not of type 'string'
Screening,,5.0,Record Inactivated.,None is not of type 'string'
Screening,,6.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage Inactivated.,None is not of type 'string'
Screening,,1.0,Record Inactivated.,None is not of type 'string'
Screening,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,4.0,Record Inactivated.,None is not of type 'string'
Screening,,5.0,Record Inactivated.,None is not of type 'string'
Screening,,6.0,Record Inactivated.,None is not of type 'string'
Concomitant Medications,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
EOS Part A (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
EOS Part A (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,2.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,4.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,5.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
EOS Part A (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned visit (1),,7.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Unplanned visit (1),,8.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
UPV Biomarker Sample (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
EOS Part A (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
EOS Part A (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,DataPage inactivated with code reason code Not Done.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,1.0,Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage Inactivated.,None is not of type 'string'
Screening,,1.0,Record Inactivated.,None is not of type 'string'
Screening,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,4.0,Record Inactivated.,None is not of type 'string'
Screening,,5.0,Record Inactivated.,None is not of type 'string'
Screening,,6.0,Record Inactivated.,None is not of type 'string'
Screening,,nan,DataPage Inactivated.,None is not of type 'string'
Screening,,1.0,Record Inactivated.,None is not of type 'string'
Screening,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,4.0,Record Inactivated.,None is not of type 'string'
Screening,,5.0,Record Inactivated.,None is not of type 'string'
Screening,,6.0,Record Inactivated.,None is not of type 'string'
Concomitant Medications,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Screening,,nan,DataPage Inactivated.,None is not of type 'string'
Screening,,1.0,Record Inactivated.,None is not of type 'string'
Screening,,2.0,Record Inactivated.,None is not of type 'string'
Screening,,3.0,Record Inactivated.,None is not of type 'string'
Screening,,4.0,Record Inactivated.,None is not of type 'string'
Screening,,5.0,Record Inactivated.,None is not of type 'string'
Screening,,6.0,Record Inactivated.,None is not of type 'string'
Concomitant Medications,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,7.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,8.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,9.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,7.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Medical History,,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
